County,State,Republic,Democrate,Win
Shelby County,TN,0.339,0.642,D
Shelby County,OH,0.806,0.177,R
Shelby County,IN,0.728,0.251,R
Shelby County,IA,0.693,0.289,R
Shelby County,AL,0.694,0.289,R
Shelby County,IL,0.78,0.206,R
Shelby County,KY,0.639,0.343,R
Sheldon County,VT,0.525,0.428,R
Shelton County,CT,0.534,0.454,R
Shenandoah County,VA,0.696,0.289,R
Sherborn County,MA,0.193,0.765,D
Sherburne County,MN,0.653,0.326,R
Sheridan County,MT,0.691,0.283,R
Sheridan County,KS,0.885,0.103,R
Sheridan County,WY,0.721,0.246,R
Sheridan County,NE,0.858,0.127,R
Sheridan County,ND,0.847,0.128,R
Sherman County,ME,0.747,0.236,R
Sherman County,NE,0.779,0.202,R
Sherman County,CT,0.461,0.528,D
Sherman County,OR,0.764,0.215,R
Sherman County,TX,0.894,0.092,R
Sherman County,KS,0.831,0.144,R
Shiawassee County,MI,0.59,0.392,R
Shirley County,MA,0.404,0.567,D
Shoreham County,VT,0.353,0.597,D
Shoshone County,ID,0.697,0.28,R
Shrewsbury County,VT,0.388,0.572,D
Shrewsbury County,MA,0.336,0.64,D
Shutesbury County,MA,0.108,0.868,D
Sibley County,MN,0.694,0.286,R
Sidney County,ME,0.57,0.4,R
Sierra County,CA,0.592,0.378,R
Sierra County,NM,0.596,0.381,R
Silver Bow County,MT,0.411,0.55,D
Simpson County,MS,0.651,0.336,R
Simpson County,KY,0.674,0.307,R
Simsbury County,CT,0.345,0.637,D
Sioux County,ND,0.218,0.678,D
Sioux County,IA,0.827,0.159,R
Sioux County,NE,0.881,0.099,R
Siskiyou County,CA,0.565,0.411,R
Skagit County,WA,0.448,0.527,D
Skamania County,WA,0.535,0.439,R
Skowhegan County,ME,0.528,0.447,R
Slope County,ND,0.89,0.103,R
Smith County,MS,0.782,0.208,R
Smith County,TX,0.689,0.295,R
Smith County,KS,0.829,0.157,R
Smith County,TN,0.788,0.199,R
Smithfield County,RI,0.501,0.485,R
Smithfield County,ME,0.545,0.429,R
Smyrna County,ME,0.707,0.293,R
Smyth County,VA,0.777,0.213,R
Snohomish County,WA,0.382,0.59,D
Snyder County,PA,0.729,0.256,R
Socorro County,NM,0.455,0.52,D
Solano County,CA,0.336,0.641,D
Solon County,ME,0.586,0.39,R
Somers County,CT,0.559,0.427,R
Somerset County,MA,0.46,0.524,D
Somerset County,NJ,0.386,0.599,D
Somerset County,PA,0.776,0.213,R
Somerset County,MD,0.596,0.39,R
Somersworth County,NH,0.42,0.564,D
Somervell County,TX,0.83,0.155,R
Somerville County,ME,0.597,0.367,R
Somerville County,MA,0.103,0.876,D
Sonoma County,CA,0.205,0.776,D
South Berwick County,ME,0.372,0.589,D
South Bristol County,ME,0.365,0.599,D
South Burlington County,VT,0.179,0.794,D
South Hadley County,MA,0.321,0.656,D
South Hampton County,NH,0.5,0.466,R
South Hero County,VT,0.287,0.69,D
South Kingstown County,RI,0.302,0.679,D
South Portland County,ME,0.231,0.738,D
South Thomaston County,ME,0.404,0.576,D
South Windsor County,CT,0.361,0.615,D
Southampton County,MA,0.436,0.537,D
Southampton County,VA,0.586,0.406,R
Southborough County,MA,0.276,0.694,D
Southbridge County,MA,0.418,0.564,D
Southbury County,CT,0.482,0.506,D
Southington County,CT,0.504,0.481,R
Southport County,ME,0.352,0.623,D
Southwest Harbor County,ME,0.335,0.64,D
Southwick County,MA,0.562,0.412,R
Spalding County,GA,0.6,0.391,R
Spartanburg County,SC,0.629,0.356,R
Spencer County,MA,0.511,0.467,R
Spencer County,KY,0.764,0.221,R
Spencer County,IN,0.682,0.298,R
Spink County,SD,0.665,0.316,R
Spokane County,WA,0.507,0.463,R
Spotsylvania County,VA,0.525,0.457,R
Sprague County,CT,0.566,0.412,R
Springfield County,VT,0.391,0.571,D
Springfield County,NH,0.49,0.492,R
Springfield County,MA,0.259,0.723,D
St. Albans County,VT,0.311,0.645,D
St. Albans Town County,VT,0.41,0.56,D
St. Bernard County,LA,0.633,0.348,R
St. Charles County,MO,0.577,0.402,R
St. Charles County,LA,0.639,0.344,R
St. Clair County,MO,0.79,0.199,R
St. Clair County,MI,0.643,0.341,R
St. Clair County,IL,0.447,0.533,D
St. Clair County,AL,0.814,0.174,R
St. Croix County,WI,0.568,0.409,R
St. Francis County,AR,0.457,0.506,D
St. Francois County,MO,0.732,0.252,R
St. George County,VT,0.289,0.684,D
St. George County,ME,0.364,0.612,D
St. Helena County,LA,0.441,0.543,D
St. James County,LA,0.473,0.517,D
St. John Plt. County,ME,0.608,0.368,R
St. John the Baptist County,LA,0.352,0.634,D
St. Johns County,FL,0.627,0.361,R
St. Johnsbury County,VT,0.36,0.601,D
St. Joseph County,MI,0.648,0.331,R
St. Joseph County,IN,0.46,0.518,D
St. Landry County,LA,0.563,0.422,R
St. Lawrence County,NY,0.616,0.367,R
St. Louis County,MN,0.411,0.566,D
St. Louis County,MO,0.373,0.611,D
St. Louis city County,MO,0.161,0.823,D
St. Lucie County,FL,0.504,0.489,R
St. Martin County,LA,0.673,0.312,R
St. Mary County,LA,0.639,0.347,R
St. Mary's County,MD,0.559,0.416,R
St. Tammany County,LA,0.711,0.269,R
Stafford County,CT,0.539,0.437,R
Stafford County,VA,0.475,0.508,D
Stafford County,KS,0.809,0.176,R
Stamford County,VT,0.495,0.471,R
Stamford County,CT,0.307,0.681,D
Standish County,ME,0.496,0.454,R
Stanislaus County,CA,0.481,0.497,R
Stanley County,SD,0.728,0.255,R
Stanly County,NC,0.752,0.239,R
Stannard County,VT,0.246,0.719,D
Stanton County,KS,0.791,0.192,R
Stanton County,NE,0.809,0.168,R
Stark County,IL,0.694,0.283,R
Stark County,OH,0.585,0.4,R
Stark County,ND,0.805,0.166,R
Stark County,NH,0.637,0.359,R
Starke County,IN,0.724,0.257,R
Starks County,ME,0.622,0.36,R
Starksboro County,VT,0.324,0.618,D
Starr County,TX,0.471,0.521,D
Staunton city County,VA,0.438,0.537,D
Ste. Genevieve County,MO,0.698,0.286,R
Stearns County,MN,0.602,0.377,R
Steele County,ND,0.599,0.36,R
Steele County,MN,0.6,0.376,R
Stephens County,GA,0.788,0.201,R
Stephens County,OK,0.816,0.166,R
Stephens County,TX,0.891,0.104,R
Stephenson County,IL,0.571,0.408,R
Sterling County,CT,0.644,0.335,R
Sterling County,MA,0.45,0.519,D
Sterling County,TX,0.914,0.08,R
Steuben County,IN,0.7,0.279,R
Steuben County,NY,0.69,0.291,R
Steuben County,ME,0.612,0.367,R
Stevens County,KS,0.867,0.117,R
Stevens County,MN,0.601,0.379,R
Stevens County,WA,0.677,0.305,R
Stewart County,TN,0.787,0.196,R
Stewart County,GA,0.403,0.594,D
Stewartstown County,NH,0.705,0.283,R
Stillwater County,MT,0.776,0.202,R
Stockbridge County,MA,0.174,0.808,D
Stockbridge County,VT,0.257,0.712,D
Stockholm County,ME,0.538,0.438,R
Stockton Springs County,ME,0.477,0.497,R
Stoddard County,NH,0.506,0.494,R
Stoddard County,MO,0.855,0.135,R
Stokes County,NC,0.783,0.206,R
Stone County,MS,0.8,0.185,R
Stone County,MO,0.801,0.19,R
Stone County,AR,0.777,0.199,R
Stoneham County,MA,0.376,0.605,D
Stonewall County,TX,0.836,0.158,R
Stonington County,CT,0.357,0.627,D
Stonington County,ME,0.341,0.633,D
Storey County,NV,0.664,0.314,R
Story County,IA,0.399,0.572,D
Stow County,MA,0.255,0.718,D
Stowe County,VT,0.176,0.793,D
Strafford County,NH,0.502,0.475,R
Strafford County,VT,0.148,0.82,D
Stratford County,CT,0.377,0.611,D
Stratford County,NH,0.467,0.53,D
Stratham County,NH,0.386,0.603,D
Stratton County,VT,0.353,0.626,D
Strong County,ME,0.645,0.326,R
Sturbridge County,MA,0.409,0.56,D
Stutsman County,ND,0.702,0.269,R
Sublette County,WY,0.796,0.177,R
Sudbury County,MA,0.218,0.756,D
Sudbury County,VT,0.33,0.649,D
Suffield County,CT,0.478,0.502,D
Suffolk County,NY,0.555,0.432,R
Suffolk city County,VA,0.406,0.58,D
Sugar Hill County,NH,0.315,0.652,D
Sullivan County,TN,0.752,0.232,R
Sullivan County,NY,0.578,0.408,R
Sullivan County,NH,0.451,0.524,D
Sullivan County,MO,0.799,0.193,R
Sullivan County,IN,0.743,0.239,R
Sullivan County,PA,0.729,0.256,R
Sully County,SD,0.781,0.199,R
Summers County,WV,0.729,0.259,R
Summit County,CO,0.288,0.684,D
Summit County,UT,0.39,0.588,D
Summit County,OH,0.445,0.541,D
Sumner County,TN,0.685,0.299,R
Sumner County,KS,0.742,0.237,R
Sumner County,ME,0.586,0.373,R
Sumter County,FL,0.678,0.317,R
Sumter County,GA,0.472,0.52,D
Sumter County,SC,0.429,0.56,D
Sumter County,AL,0.254,0.738,D
Sunapee County,NH,0.447,0.538,D
Sunderland County,VT,0.368,0.591,D
Sunflower County,MS,0.289,0.7,D
Surry County,ME,0.425,0.546,D
Surry County,NC,0.753,0.238,R
Surry County,VA,0.454,0.537,D
Surry County,NH,0.448,0.545,D
Susquehanna County,PA,0.698,0.285,R
Sussex County,VA,0.435,0.557,D
Sussex County,DE,0.551,0.438,R
Sussex County,NJ,0.585,0.391,R
Sutter County,CA,0.572,0.407,R
Sutton County,VT,0.51,0.455,R
Sutton County,NH,0.426,0.559,D
Sutton County,MA,0.488,0.489,R
Sutton County,TX,0.785,0.207,R
Suwannee County,FL,0.779,0.213,R
Swain County,NC,0.591,0.394,R
Swampscott County,MA,0.266,0.714,D
Swan's Island County,ME,0.485,0.496,R
Swansea County,MA,0.51,0.472,R
Swanton County,VT,0.479,0.485,R
Swanville County,ME,0.55,0.41,R
Swanzey County,NH,0.46,0.524,D
Sweet Grass County,MT,0.752,0.224,R
Sweetwater County,WY,0.737,0.23,R
Swift County,MN,0.64,0.344,R
Swisher County,TX,0.783,0.203,R
Switzerland County,IN,0.755,0.232,R
Talbot County,GA,0.395,0.6,D
Talbot County,MD,0.494,0.489,R
Taliaferro County,GA,0.388,0.605,D
Talladega County,AL,0.624,0.368,R
Tallahatchie County,MS,0.437,0.546,D
Tallapoosa County,AL,0.714,0.278,R
Tama County,IA,0.588,0.396,R
Tamworth County,NH,0.474,0.508,D
Taney County,MO,0.778,0.203,R
Tangipahoa County,LA,0.656,0.328,R
Taos County,NM,0.215,0.765,D
Tarrant County,TX,0.491,0.493,R
Tate County,MS,0.667,0.319,R
Tattnall County,GA,0.74,0.252,R
Taunton County,MA,0.418,0.558,D
Taylor County,TX,0.718,0.264,R
Taylor County,WV,0.742,0.244,R
Taylor County,WI,0.717,0.252,R
Taylor County,KY,0.749,0.237,R
Taylor County,GA,0.63,0.361,R
Taylor County,IA,0.76,0.23,R
Taylor County,FL,0.765,0.227,R
Tazewell County,IL,0.617,0.358,R
Tazewell County,VA,0.833,0.159,R
Tehama County,CA,0.654,0.324,R
Telfair County,GA,0.652,0.343,R
Teller County,CO,0.664,0.311,R
Temple County,NH,0.45,0.539,D
Temple County,ME,0.461,0.512,D
Templeton County,MA,0.509,0.459,R
Tensas County,LA,0.469,0.52,D
Terrebonne County,LA,0.743,0.242,R
Terrell County,TX,0.729,0.26,R
Terrell County,GA,0.454,0.538,D
Terry County,TX,0.779,0.21,R
Teton County,WY,0.296,0.671,D
Teton County,MT,0.706,0.273,R
Teton County,ID,0.45,0.523,D
Tewksbury County,MA,0.461,0.518,D
Texas County,MO,0.836,0.151,R
Texas County,OK,0.816,0.162,R
Thayer County,NE,0.774,0.21,R
Thetford County,VT,0.214,0.758,D
Thomas County,KS,0.819,0.164,R
Thomas County,NE,0.883,0.105,R
Thomas County,GA,0.593,0.398,R
Thomaston County,ME,0.398,0.576,D
Thomaston County,CT,0.633,0.349,R
Thompson County,CT,0.583,0.398,R
Thornton County,NH,0.426,0.553,D
Throckmorton County,TX,0.897,0.091,R
Thurston County,WA,0.389,0.581,D
Thurston County,NE,0.507,0.483,R
Tift County,GA,0.662,0.327,R
Tillamook County,OR,0.497,0.476,R
Tillman County,OK,0.767,0.22,R
Tilton County,NH,0.516,0.463,R
Tinmouth County,VT,0.478,0.499,R
Tioga County,PA,0.747,0.235,R
Tioga County,NY,0.647,0.327,R
Tippah County,MS,0.799,0.191,R
Tippecanoe County,IN,0.484,0.49,R
Tipton County,TN,0.735,0.25,R
Tipton County,IN,0.752,0.226,R
Tisbury County,MA,0.192,0.785,D
Tishomingo County,MS,0.867,0.116,R
Titus County,TX,0.718,0.271,R
Tiverton County,RI,0.434,0.553,D
Todd County,SD,0.21,0.773,D
Todd County,MN,0.737,0.248,R
Todd County,KY,0.759,0.225,R
Tolland County,CT,0.429,0.551,D
Tolland County,MA,0.569,0.416,R
Tom Green County,TX,0.716,0.27,R
Tompkins County,NY,0.292,0.685,D
Tooele County,UT,0.667,0.284,R
Toole County,MT,0.752,0.22,R
Toombs County,GA,0.721,0.269,R
Topsfield County,ME,0.806,0.194,R
Topsfield County,MA,0.387,0.594,D
Topsham County,ME,0.365,0.602,D
Topsham County,VT,0.551,0.423,R
Torrance County,NM,0.655,0.322,R
Torrington County,CT,0.548,0.433,R
Towner County,ND,0.706,0.27,R
Towns County,GA,0.8,0.194,R
Townsend County,MA,0.482,0.494,R
Townshend County,VT,0.248,0.719,D
Traill County,ND,0.61,0.361,R
Transylvania County,NC,0.572,0.415,R
Traverse County,MN,0.629,0.355,R
Travis County,TX,0.264,0.714,D
Treasure County,MT,0.811,0.17,R
Trego County,KS,0.837,0.148,R
Tremont County,ME,0.405,0.566,D
Trempealeau County,WI,0.575,0.409,R
Trenton County,ME,0.457,0.516,D
Treutlen County,GA,0.683,0.309,R
Trigg County,KY,0.744,0.243,R
Trimble County,KY,0.747,0.234,R
Trinity County,TX,0.804,0.191,R
Trinity County,CA,0.493,0.468,R
Tripp County,SD,0.802,0.184,R
Troup County,GA,0.604,0.385,R
Trousdale County,TN,0.734,0.253,R
Troy County,VT,0.496,0.465,R
Troy County,ME,0.573,0.393,R
Troy County,NH,0.522,0.456,R
Trumbull County,OH,0.545,0.441,R
Trumbull County,CT,0.429,0.557,D
Truro County,MA,0.193,0.787,D
Tucker County,WV,0.739,0.244,R
Tuftonboro County,NH,0.533,0.461,R
Tulare County,CA,0.528,0.45,R
Tulsa County,OK,0.565,0.409,R
Tunbridge County,VT,0.363,0.595,D
Tunica County,MS,0.261,0.723,D
Tuolumne County,CA,0.58,0.396,R
Turner County,GA,0.619,0.372,R
Turner County,SD,0.723,0.25,R
Turner County,ME,0.599,0.376,R
Tuscaloosa County,AL,0.568,0.418,R
Tuscarawas County,OH,0.69,0.296,R
Tuscola County,MI,0.689,0.295,R
Twiggs County,GA,0.533,0.46,R
Twin Falls County,ID,0.706,0.256,R
Tyler County,TX,0.848,0.146,R
Tyler County,WV,0.823,0.161,R
Tyngsborough County,MA,0.445,0.533,D
Tyringham County,MA,0.23,0.744,D
Tyrrell County,NC,0.576,0.418,R
Uinta County,WY,0.797,0.169,R
Uintah County,UT,0.867,0.109,R
Ulster County,NY,0.432,0.549,D
Umatilla County,OR,0.645,0.323,R
Underhill County,VT,0.236,0.733,D
Unicoi County,TN,0.795,0.194,R
Union County,OH,0.647,0.335,R
Union County,ME,0.504,0.465,R
Union County,CT,0.538,0.436,R
Union County,FL,0.821,0.168,R
Union County,GA,0.811,0.18,R
Union County,IA,0.65,0.334,R
Union County,IL,0.692,0.289,R
Union County,KY,0.755,0.233,R
Union County,MS,0.824,0.163,R
Union County,IN,0.77,0.211,R
Union County,NJ,0.306,0.681,D
Union County,OR,0.689,0.284,R
Union County,LA,0.751,0.237,R
Union County,TN,0.837,0.154,R
Union County,SD,0.671,0.308,R
Union County,AR,0.631,0.336,R
Union County,PA,0.615,0.367,R
Union County,NC,0.616,0.372,R
Union County,NM,0.776,0.214,R
Union County,SC,0.617,0.372,R
Unity County,NH,0.595,0.376,R
Unity County,ME,0.479,0.467,R
Upshur County,WV,0.76,0.221,R
Upshur County,TX,0.837,0.152,R
Upson County,GA,0.667,0.326,R
Upton County,MA,0.377,0.597,D
Upton County,TX,0.862,0.124,R
Utah County,UT,0.678,0.268,R
Uvalde County,TX,0.597,0.394,R
Uxbridge County,MA,0.469,0.499,R
Val Verde County,TX,0.544,0.444,R
Valencia County,NM,0.538,0.442,R
Valley County,ID,0.559,0.421,R
Valley County,MT,0.734,0.241,R
Valley County,NE,0.811,0.176,R
Van Buren County,IA,0.755,0.231,R
Van Buren County,AR,0.774,0.203,R
Van Buren County,MI,0.553,0.43,R
Van Buren County,TN,0.802,0.186,R
Van Wert County,OH,0.777,0.205,R
Van Zandt County,TX,0.859,0.133,R
Vance County,NC,0.4,0.593,D
Vanderburgh County,IN,0.539,0.444,R
Vassalboro County,ME,0.546,0.421,R
Veazie County,ME,0.428,0.529,D
Venango County,PA,0.698,0.285,R
Ventura County,CA,0.383,0.595,D
Vergennes County,VT,0.29,0.687,D
Vermilion County,IL,0.655,0.326,R
Vermilion County,LA,0.803,0.183,R
Vermillion County,IN,0.693,0.287,R
Vernon County,MO,0.779,0.208,R
Vernon County,LA,0.817,0.168,R
Vernon County,VT,0.422,0.552,D
Vernon County,WI,0.516,0.469,R
Vernon County,CT,0.38,0.601,D
Vershire County,VT,0.313,0.617,D
Victoria County,TX,0.683,0.303,R
Victory County,VT,0.655,0.309,R
Vienna County,ME,0.514,0.459,R
Vigo County,IN,0.562,0.415,R
Vilas County,WI,0.603,0.384,R
Vinalhaven County,ME,0.343,0.634,D
Vinton County,OH,0.767,0.221,R
Virginia Beach city County,VA,0.462,0.516,D
Voluntown County,CT,0.602,0.371,R
Volusia County,FL,0.564,0.424,R
Wabash County,IL,0.756,0.223,R
Wabash County,IN,0.737,0.239,R
Wabasha County,MN,0.623,0.359,R
Wabaunsee County,KS,0.729,0.248,R
Wade County,ME,0.556,0.373,R
Wadena County,MN,0.721,0.264,R
Wagoner County,OK,0.74,0.24,R
Wahkiakum County,WA,0.585,0.393,R
Waitsfield County,VT,0.16,0.82,D
Wake County,NC,0.358,0.623,D
Wakefield County,NH,0.607,0.379,R
Wakefield County,MA,0.363,0.614,D
Wakulla County,FL,0.698,0.29,R
Walden County,VT,0.353,0.599,D
Waldo County,ME,0.573,0.393,R
Waldoboro County,ME,0.534,0.441,R
Wales County,MA,0.57,0.397,R
Wales County,ME,0.673,0.301,R
Walker County,TX,0.65,0.333,R
Walker County,GA,0.787,0.196,R
Walker County,AL,0.834,0.155,R
Walla Walla County,WA,0.518,0.459,R
Wallace County,KS,0.933,0.054,R
Wallagrass County,ME,0.46,0.526,D
Waller County,TX,0.628,0.359,R
Wallingford County,VT,0.432,0.54,D
Wallingford County,CT,0.459,0.526,D
Wallowa County,OR,0.661,0.316,R
Walpole County,MA,0.388,0.584,D
Walpole County,NH,0.355,0.626,D
Walsh County,ND,0.695,0.279,R
Walthall County,MS,0.599,0.391,R
Waltham County,VT,0.313,0.663,D
Waltham County,MA,0.271,0.705,D
Walton County,FL,0.752,0.236,R
Walton County,GA,0.74,0.249,R
Walworth County,WI,0.588,0.396,R
Walworth County,SD,0.762,0.219,R
Wapello County,IA,0.609,0.373,R
Ward 2 County,DC,0.087,0.888,D
Ward 3 County,DC,0.081,0.896,D
Ward 4 County,DC,0.041,0.941,D
Ward 5 County,DC,0.037,0.942,D
Ward 6 County,DC,0.07,0.901,D
Ward 7 County,DC,0.029,0.95,D
Ward 8 County,DC,0.032,0.943,D
Ward County,ND,0.707,0.258,R
Ward County,TX,0.803,0.189,R
Wardsboro County,VT,0.323,0.661,D
Ware County,GA,0.695,0.297,R
Ware County,MA,0.496,0.476,R
Wareham County,MA,0.435,0.539,D
Warner County,NH,0.438,0.545,D
Warren County,IL,0.59,0.39,R
Warren County,NJ,0.56,0.418,R
Warren County,TN,0.738,0.247,R
Warren County,IA,0.573,0.405,R
Warren County,IN,0.76,0.218,R
Warren County,KY,0.574,0.406,R
Warren County,MO,0.72,0.26,R
Warren County,MS,0.484,0.505,D
Warren County,NC,0.366,0.622,D
Warren County,NY,0.55,0.428,R
Warren County,OH,0.643,0.34,R
Warren County,PA,0.687,0.293,R
Warren County,VA,0.669,0.314,R
Warren County,VT,0.142,0.822,D
Warren County,RI,0.384,0.598,D
Warren County,NH,0.575,0.395,R
Warren County,ME,0.558,0.407,R
Warren County,MA,0.532,0.443,R
Warren County,CT,0.497,0.492,R
Warren County,GA,0.439,0.555,D
Warrick County,IN,0.629,0.352,R
Warwick County,MA,0.307,0.657,D
Warwick County,RI,0.424,0.56,D
Wasatch County,UT,0.605,0.35,R
Wasco County,OR,0.501,0.465,R
Waseca County,MN,0.638,0.337,R
Washakie County,WY,0.809,0.162,R
Washburn County,WI,0.611,0.373,R
Washburn County,ME,0.632,0.339,R
Washington County,NC,0.449,0.547,D
Washington County,GA,0.493,0.5,R
Washington County,IA,0.592,0.388,R
Washington County,TX,0.744,0.244,R
Washington County,ID,0.777,0.201,R
Washington County,FL,0.801,0.19,R
Washington County,IN,0.751,0.23,R
Washington County,PA,0.608,0.381,R
Washington County,MD,0.6,0.381,R
Washington County,MN,0.444,0.536,D
Washington County,MO,0.807,0.181,R
Washington County,KY,0.72,0.264,R
Washington County,ME,0.547,0.42,R
Washington County,KS,0.82,0.164,R
Washington County,CO,0.862,0.123,R
Washington County,IL,0.772,0.207,R
Washington County,AR,0.505,0.464,R
Washington County,OR,0.31,0.655,D
Washington County,MS,0.391,0.591,D
Washington County,OH,0.695,0.29,R
Washington County,OK,0.727,0.246,R
Washington County,TN,0.675,0.306,R
Washington County,VA,0.756,0.231,R
Washington County,AL,0.74,0.254,R
Washington County,WI,0.684,0.303,R
Washington County,VT,0.465,0.502,D
Washington County,NH,0.586,0.394,R
Washington County,MA,0.35,0.622,D
Washington County,CT,0.34,0.644,D
Washington County,NY,0.617,0.362,R
Washington County,NE,0.691,0.286,R
Washington County,UT,0.744,0.227,R
Washington County,LA,0.682,0.306,R
Washita County,OK,0.855,0.125,R
Washoe County,NV,0.462,0.509,D
Washtenaw County,MI,0.259,0.724,D
Watauga County,NC,0.45,0.534,D
Waterboro County,ME,0.552,0.416,R
Waterbury County,CT,0.392,0.597,D
Waterbury County,VT,0.178,0.794,D
Waterford County,VT,0.466,0.507,D
Waterford County,ME,0.537,0.435,R
Waterford County,CT,0.416,0.562,D
Watertown County,CT,0.625,0.362,R
Watertown County,MA,0.199,0.777,D
Waterville County,VT,0.46,0.5,R
Waterville County,NH,0.34,0.636,D
Waterville County,ME,0.331,0.632,D
Watonwan County,MN,0.598,0.383,R
Waukesha County,WI,0.596,0.388,R
Waupaca County,WI,0.651,0.333,R
Waushara County,WI,0.665,0.323,R
Wayland County,MA,0.184,0.788,D
Wayne County,TN,0.869,0.123,R
Wayne County,WV,0.745,0.237,R
Wayne County,UT,0.756,0.227,R
Wayne County,PA,0.664,0.327,R
Wayne County,OH,0.677,0.307,R
Wayne County,NY,0.634,0.342,R
Wayne County,NE,0.727,0.243,R
Wayne County,NC,0.554,0.435,R
Wayne County,IL,0.849,0.14,R
Wayne County,MO,0.848,0.144,R
Wayne County,MI,0.307,0.681,D
Wayne County,KY,0.804,0.184,R
Wayne County,IN,0.635,0.344,R
Wayne County,IA,0.753,0.234,R
Wayne County,GA,0.782,0.21,R
Wayne County,ME,0.395,0.582,D
Wayne County,MS,0.627,0.36,R
Waynesboro city County,VA,0.516,0.465,R
Weakley County,TN,0.757,0.22,R
Weare County,NH,0.58,0.399,R
Weathersfield County,VT,0.405,0.568,D
Webb County,TX,0.379,0.611,D
Weber County,UT,0.591,0.366,R
Webster County,NH,0.539,0.442,R
Webster County,WV,0.811,0.179,R
Webster County,MS,0.796,0.192,R
Webster County,GA,0.538,0.46,R
Webster County,MA,0.487,0.487,R
Webster County,MO,0.792,0.19,R
Webster County,IA,0.614,0.371,R
Webster County,NE,0.805,0.179,R
Webster County,LA,0.649,0.339,R
Webster County,KY,0.752,0.236,R
Weld County,ME,0.482,0.498,R
Weld County,CO,0.576,0.395,R
Wellesley County,MA,0.204,0.769,D
Wellfleet County,MA,0.198,0.782,D
Wells County,IN,0.771,0.208,R
Wells County,VT,0.561,0.425,R
Wells County,ME,0.418,0.56,D
Wells County,ND,0.797,0.186,R
Wenham County,MA,0.292,0.672,D
Wentworth County,NH,0.521,0.452,R
Wentworth's Location County,NH,0.722,0.222,R
West Bath County,ME,0.452,0.529,D
West Baton Rouge County,LA,0.545,0.44,R
West Boylston County,MA,0.39,0.581,D
West Bridgewater County,MA,0.494,0.483,R
West Brookfield County,MA,0.484,0.489,R
West Carroll County,LA,0.855,0.141,R
West Fairlee County,VT,0.35,0.613,D
West Feliciana County,LA,0.616,0.367,R
West Gardiner County,ME,0.553,0.42,R
West Greenwich County,RI,0.562,0.425,R
West Hartford County,CT,0.233,0.752,D
West Haven County,CT,0.359,0.63,D
West Haven County,VT,0.464,0.517,D
West Newbury County,MA,0.325,0.641,D
West Paris County,ME,0.577,0.389,R
West Rutland County,VT,0.525,0.437,R
West Springfield County,MA,0.448,0.529,D
West Stockbridge County,MA,0.169,0.807,D
West Tisbury County,MA,0.147,0.837,D
West Warwick County,RI,0.466,0.519,D
West Windsor County,VT,0.238,0.735,D
Westborough County,MA,0.261,0.711,D
Westbrook County,CT,0.454,0.531,D
Westbrook County,ME,0.316,0.65,D
Westchester County,NY,0.359,0.63,D
Westerly County,RI,0.427,0.559,D
Westfield County,VT,0.418,0.544,D
Westfield County,MA,0.477,0.492,R
Westfield County,ME,0.652,0.345,R
Westford County,MA,0.306,0.667,D
Westford County,VT,0.289,0.675,D
Westhampton County,MA,0.356,0.624,D
Westminster County,MA,0.469,0.501,D
Westminster County,VT,0.238,0.724,D
Westmore County,VT,0.425,0.525,D
Westmoreland County,VA,0.537,0.454,R
Westmoreland County,NH,0.4,0.583,D
Westmoreland County,PA,0.635,0.351,R
Weston County,CT,0.257,0.725,D
Weston County,MA,0.246,0.73,D
Weston County,ME,0.687,0.302,R
Weston County,VT,0.249,0.726,D
Weston County,WY,0.877,0.102,R
Westport County,CT,0.241,0.744,D
Westport County,MA,0.481,0.501,D
Westport County,ME,0.419,0.55,D
Westwood County,MA,0.326,0.648,D
Wethersfield County,CT,0.394,0.591,D
Wetzel County,WV,0.749,0.231,R
Wexford County,MI,0.662,0.319,R
Weybridge County,VT,0.127,0.845,D
Weymouth County,MA,0.381,0.596,D
Wharton County,TX,0.712,0.28,R
Whatcom County,WA,0.367,0.608,D
Whately County,MA,0.299,0.673,D
Wheatland County,MT,0.771,0.211,R
Wheeler County,NE,0.873,0.118,R
Wheeler County,OR,0.737,0.224,R
Wheeler County,GA,0.693,0.302,R
Wheeler County,TX,0.924,0.072,R
Wheelock County,VT,0.442,0.522,D
White County,TN,0.808,0.18,R
White County,IN,0.707,0.276,R
White County,IL,0.779,0.204,R
White County,GA,0.825,0.163,R
White County,AR,0.784,0.193,R
White Pine County,NV,0.775,0.2,R
Whitefield County,ME,0.508,0.464,R
Whitefield County,NH,0.506,0.478,R
Whiteside County,IL,0.531,0.447,R
Whitfield County,GA,0.698,0.29,R
Whiting County,VT,0.385,0.569,D
Whitingham County,VT,0.439,0.512,D
Whitley County,KY,0.819,0.166,R
Whitley County,IN,0.731,0.241,R
Whitman County,WA,0.435,0.532,D
Whitman County,MA,0.45,0.521,D
Wibaux County,MT,0.863,0.129,R
Wichita County,KS,0.836,0.153,R
Wichita County,TX,0.698,0.285,R
Wicomico County,MD,0.509,0.469,R
Wilbarger County,TX,0.779,0.211,R
Wilbraham County,MA,0.455,0.527,D
Wilcox County,AL,0.31,0.686,D
Wilcox County,GA,0.732,0.263,R
Wilkes County,GA,0.561,0.429,R
Wilkes County,NC,0.778,0.212,R
Wilkin County,MN,0.679,0.299,R
Wilkinson County,GA,0.558,0.435,R
